index,4211,5426,2662,5453,2708,2123,5311,11683,4114,3902,216326,11977753,57469,5394,24856436,42611257,24964624,11960529,387447,2187,9703,60198,36462,60699,6450551,3062316,9826528,71384,208908,5743,25126798,123631,176871,444795,11525740,11626560,644241,354624,3363,2478,4091,24748204,46926350,3385,3690,2094
5720,0.407917529,0.125083463,0.311007245,0.657642104,-0.313017436,-0.055601482,0.419374142,-0.131778042,0.007942797,0.15683157,0.856383758,2.508128107,-0.174394515,0.039698133,-0.392011892,0.905737086,1.287949312,0.122594931,1.054840215,-0.202375483,-0.209594265,0.48316747,-0.673082232,1.408133149,0.083046548,0.68439795,2.57324809,0.662047327,-0.425162783,-0.122673646,-0.162200349,-0.187211191,-0.213645578,0.819540739,0.277454813,0.433864892,0.039967727,0.073186189,-0.7050789,-0.518569961,1.183624998,-0.220179326,2.705388244,0.317174472,1.927566256,0.555039689
466,0.633444056,-0.131908158,-0.048818844,0.181901649,-0.100644971,0.407748064,-3.059814981,0.000568755,-0.12797029,-0.240958125,0.035275985,1.549239907,0.045072537,-0.197720695,-0.251130136,1.654900485,0.533059548,0.452823451,0.940446382,-0.075341205,0.13676627,0.613006055,0.2699745,-2.551715136,0.479063511,1.138242712,3.362184466,0.741220176,-0.097344788,-0.587059468,-0.031267283,-0.30420943,-0.270808559,-0.537838519,-0.148673606,0.311871931,0.124837497,0.991347253,0.155085906,0.700794686,0.158780241,-0.307806805,1.228276173,-0.29648752,1.005603305,-0.150229535
6009,-0.387113392,0.430774367,0.092339545,0.111193003,0.173956054,-0.400317139,-0.698176864,-1.216600431,0.115672694,-0.18908506,-0.257178128,0.419807633,-0.240059217,-0.082099829,-0.543598541,0.66842002,-0.117998814,-0.666708677,0.982823444,0.096145193,0.047518402,0.792175412,-1.468459368,-2.005361319,0.06564717,0.130510145,0.389312121,-0.06866651,-0.233387495,-0.386402227,-0.011526427,0.105021635,0.136708995,-0.200146109,0.704017647,0.261805345,-0.031134113,0.312493056,-0.470021874,0.495785648,0.230203201,-0.457506851,1.509757946,-0.42256845,-0.466949308,-0.238437871
2309,1.072009727,0.259116314,0.604964319,0.857213452,-0.32037892,0.136572028,1.552676158,-0.033787859,0.027467278,-0.174629089,-0.392309082,0.869166238,-0.185958518,-0.172540374,-0.726014709,0.991816931,0.556195786,0.038523044,-0.783395908,0.301225198,-0.302367032,-0.361724168,0.697946966,-3.848024368,0.800858796,0.250503005,-0.017470759,-0.4608531,-0.165658527,0.261115335,-0.22042938,0.087591373,-0.035489082,-1.000865459,0.060759398,0.204221573,-0.217966591,0.734811068,0.118545972,0.271410746,0.302882141,0.156486496,-1.443509596,-0.455143037,0.326277204,-0.009841841
387,0.180794373,0.254733453,-0.098982343,0.176817983,0.050999527,0.471371431,-0.462344413,-0.013498438,-0.16007547,0.180869025,0.22159378,0.697155109,0.26799559,0.389646962,0.925242887,0.612679006,-0.191987313,0.377819756,-1.902963521,0.378885332,-0.472026035,0.801015139,0.114815101,0.923145473,0.243000463,0.395435824,-0.34468266,-0.086334735,0.008527296,0.192672044,0.235725359,-0.021331559,-0.133414442,-0.68545568,-0.093362521,-0.299696169,-0.31761678,1.192325711,-0.985396683,-0.160241037,0.54796275,0.289447026,-2.191471722,-0.114544656,0.356863252,-0.163652969
3553,-0.475608081,0.204536438,-0.178660085,-0.798167691,-0.003281209,0.210942303,0.256862721,0.058499059,0.270423266,-0.285116846,-0.019285513,0.990577026,0.054200458,-0.280526762,0.852325184,0.939803946,0.369261416,-0.298628273,0.54045924,-0.554893683,0.42269358,-0.600646734,-1.107660055,1.879468083,1.557323337,0.65058731,1.643015779,-0.47484532,-0.352143612,-0.033684641,-0.213870844,-0.085003311,-0.098724531,1.877452731,0.033911162,0.478025884,0.15794634,0.316919625,0.437841326,0.371543797,0.013916975,-0.484748376,1.709325362,0.233029214,0.157497255,-0.209219055
427,0.295669571,0.308483116,0.088951967,0.017294215,0.306420363,0.063069146,1.032798648,-0.165679802,0.322110194,-0.231018973,0.165501923,0.009245876,0.159755958,0.169769211,-0.394599231,-0.425045382,-0.130175177,0.304059785,-0.241001927,0.369451521,0.092009924,0.087914586,-0.615179121,0.828041315,0.628171444,-0.356247181,-0.954769259,0.086949736,0.326516455,-0.204615057,0.272004536,-0.10555134,-0.061758352,0.534748912,-0.303821583,-0.042452544,0.344595443,2.34256053,-0.277344793,-0.020734985,-0.276911109,0.211393701,-1.516100804,-0.240844197,-0.103256174,-0.137232902
5898,0.517186992,-0.453644269,0.055308111,-0.936105609,-0.56311748,0.027568737,0.219902813,-0.639227451,0.256106861,-0.400756214,-0.290376065,0.034680578,0.099451169,0.258428928,0.928288298,-0.445741975,0.440359911,0.302024963,-0.040239843,0.710655706,-0.701814368,0.481927276,0.778296351,-1.583687544,0.137087047,-0.300064813,-0.065189506,0.655179083,0.081017379,-0.700284913,-0.45837638,-0.082105189,-0.819543145,-0.78439647,-0.538778441,0.559968316,-0.309193269,0.218266249,0.641551554,-0.311594927,-0.04219813,0.278175704,-2.062259421,0.837759639,0.193390587,0.326367905
23365,-0.081568509,-0.459023718,0.220050156,-0.646351889,-0.41147684,0.134533208,0.614558185,0.215320131,0.18758488,0.079742877,-0.3707012,0.144801094,0.735223883,-0.219694305,0.065440207,-0.891815042,-0.57404847,0.378580177,0.111008693,0.315701578,0.009224482,-1.032454133,0.037438709,-0.370556355,0.523778081,-0.014237617,-0.994840168,-0.510850847,0.313500003,-0.535988927,-0.030158163,-0.134111814,-0.441429614,-0.48036325,-0.342016527,-0.551266856,-0.195197299,0.292010248,2.79591465,-0.073028797,-0.387975664,0.304209063,-1.216626812,0.238873999,-0.821552669,0.126066322
6657,-0.934730932,-0.3661829,0.334575147,-0.468763106,-0.316351103,0.024414429,0.277915992,0.318516394,0.507602052,-0.216163454,-0.582503261,-0.41010751,-0.039609632,-0.220336168,0.119685252,-0.114111011,-0.800250383,0.366283395,0.242495238,0.298610037,0.103362113,-0.627058685,-0.226513952,1.531693697,0.102583542,0.022075872,-0.140858883,-0.577720582,0.356980152,0.181024879,-0.099920581,0.071392121,-0.431099352,0.695675015,-0.563279585,0.055838853,-0.040490034,0.385208547,0.782498717,-0.433426045,-0.400202463,0.30845599,-1.842294722,0.200329315,-0.981882804,-0.104918513
5054,-0.125994553,-0.085409642,0.246734548,-0.062464528,-0.011467196,0.30332189,0.759903697,0.109625366,0.124212376,-0.03556271,0.047316436,-0.389187795,0.57859416,-0.190877262,0.59154742,-0.598327785,-0.193525797,0.069900255,1.129420722,-0.018021704,-0.205165012,-0.056926012,-0.468101442,0.442288518,-0.596543491,-0.121025704,-0.6046602,-0.486796558,0.11033933,1.491392672,-0.582461325,-0.000578017,-0.262028407,-0.379128933,-0.096661498,-0.072461038,-0.067087947,0.989239097,0.767257631,0.344180301,-0.209805849,0.265902585,-2.12065031,-0.138871387,-0.750451008,0.006083988
3108,0.6329052,-0.216466889,0.184976931,0.47585848,-0.185067993,-0.164551603,1.171081388,-0.641460471,0.247289365,-0.22414875,0.29145241,1.274475045,-0.152870084,0.397488837,-0.215977059,-0.024186918,0.167636923,-0.417327811,0.258560942,0.018662738,-0.489998296,0.500305414,0.405115843,3.45688343,3.650872946,0.602289539,0.322161857,0.239308789,0.15361426,-0.145134632,0.00689546,-0.172256146,0.111756478,-0.062020622,0.181018183,-0.021728042,-0.000139807,-0.299934447,-0.634005249,-0.316018928,-0.447464029,0.110249214,-3.070251905,0.100680777,-0.899132855,0.278956123
1950,-0.293490857,0.280610351,0.481414941,0.247980371,-0.216260057,-0.206836244,-0.219004048,-0.269012589,0.61597435,0.222593515,-0.381342875,-0.444648895,-0.081312939,-0.067496596,-0.133959827,-0.039275267,-0.453928769,-0.001781736,-0.753439939,0.793561534,-0.065941781,-0.047778971,-0.194062039,0.758067667,0.102424204,0.113952492,-0.328855397,-0.965886891,0.221893219,-0.020460993,0.304944833,0.380678441,0.395220116,0.101171792,0.300936947,-0.010213988,0.117372561,1.121058226,-0.283204854,-0.121564112,0.376852737,0.503401922,1.850802293,-0.163766919,-0.546707045,-0.355592984
